Opération	Division	Description	Designation	Type unité	Type produit	Nombre unité	Statut ADV	N° Lot	Superficie	Prix unitaire	Prix total	Titre foncier	Numéro Client	Client	CIN/RC	Dossier	Type document	Désignation type de document	Création	Vers1	Vers2	Vers3	Total versement	Date livraison	Date contrat	Vers regularis	Trop perçu réglé	Trop perçu non réglé	Reste à payer	Total avances	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2049	80	850	68000	                    	11042031	Jeanine Rickeard	FB93578	25078387	ZCD 	Vente conditionnée  	20180516	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2050	80	850	68000	                    	11014961	Josselyn Gapp	FB33093	21610190	ZVL 	Vente libre         	20170731	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2051	80	850	68000	                    	11014803	Arnie Duckinfield	FB93268	21609998	ZVL 	Vente libre         	20170727	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2052	80	850	68000	                    	11023398	Babita Merrydew	FB70681	21616217	ZVL 	Vente libre         	20171107	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2053	80	850	68000	                    	11014932	Lodovico Lacotte	FB75272	21610153	ZVL 	Vente libre         	20170728	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2054	80	850	68000	                    	11019397	Ulysses Ellins	ZG12331	21613454	ZVL 	Vente libre         	20170920	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2055	80	850	68000	                    	11014560	Jessi Shalcros	FB5853	21609809	ZVL 	Vente libre         	20170726	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2056	80	850	68000	                    	11045611	Bel Drinkale	FB8087	21629894	ZVL 	Vente libre         	20180628	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2057	80	850	68000	                    	11023757	Jesse Coutthart	FB97655	21616458	ZVL 	Vente libre         	20171109	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2058	80	850	68000	                    	11023699	Riki Aikett	FB92414	21616403	ZVL 	Vente libre         	20171109	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2059	80	850	68000	                    	11014544	Ann Stanistreet	FB76792	21609828	ZVL 	Vente libre         	20170726	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2060	80	850	68000	                    	11024005	Minor Deshon	Z463268	21616703	ZVL 	Vente libre         	20171114	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2061	80	850	68000	                    	11019704	Charlotta Shefton	FB67069	21613697	ZVL 	Vente libre         	20170925	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2062	80	977.5	78200	                    	11014795	Charita Teasey	FC25073	21609997	ZVL 	Vente libre         	20170727	39100	19550	0	58650	0	0	0	0	0	19550	58650	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2063	80	977.5	78200	                    	11050202	Ephrem Martlew	FC19666	21632428	ZVL 	Vente libre         	20180817	39100	0	0	39100	0	0	0	0	0	39100	39100	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2064	80	850	68000	                    	11015502	Corabelle Kibby	FB118573	21610639	ZVL 	Vente libre         	20170803	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2065	80	850	68000	                    	11014548	Gweneth Calveley	FB117159	21609838	ZVL 	Vente libre         	20170726	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2066	80	850	68000	                    	11023915	Debora Freak	FB94183	21616602	ZVL 	Vente libre         	20171113	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2067	80	850	68000	                    	11014895	Janis Skellen	FB86203	21610116	ZVL 	Vente libre         	20170728	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2068	80	850	68000	                    	11015469	Elke Kitchinham	FB69380	21610656	ZVL 	Vente libre         	20170803	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2069	80	850	68000	                    	11014569	Xymenes Muccino	FB13908	21609849	ZVL 	Vente libre         	20170726	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2070	80	850	68000	                    	11014588	Lula Maxstead	Z343705	21609874	ZVL 	Vente libre         	20170726	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2071	80	850	68000	                    	11014519	Doro Bayless	ZG57898	21609792	ZVL 	Vente libre         	20170726	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2072	80	850	68000	                    	11023914	Angelle Silverwood	FB76589	21616599	ZVL 	Vente libre         	20171113	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2073	80	850	68000	                    	11015092	Arne Brehat	FB30632	21610301	ZVL 	Vente libre         	20170801	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2074	80	850	68000	                    	11019740	Joelynn Ivamy	FB77236	21613725	ZVL 	Vente libre         	20170925	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2075	80	850	68000	                    	11020046	Maggee Filochov	FB119460	21613938	ZVL 	Vente libre         	20170927	34000	17000	10000	61000	0	0	0	0	0	7000	61000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2076	80	850	68000	                    	11014692	Giordano Cosslett	FB24803	21609986	ZVL 	Vente libre         	20170727	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2077	80	850	68000	                    	11014761	Atalanta Franek	CC67	21609978	ZVL 	Vente libre         	20170727	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2078	80	935	74800	                    	11014608	Eduard Wemyss	X211399	21609877	ZVL 	Vente libre         	20170726	37400	18700	0	56100	0	0	0	0	0	18700	56100	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2079	80	935	74800	                    	11015093	Catriona Haythorn	FB27970	21610303	ZVL 	Vente libre         	20170801	37400	0	0	37400	0	0	0	0	0	37400	37400	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2080	80	850	68000	                    	11023946	Sollie Verdon	FB53172	21616637	ZVL 	Vente libre         	20171114	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2081	80	850	68000	                    	11015022	Stefanie Canacott	ZG12582	21610221	ZVL 	Vente libre         	20170731	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2082	80	850	68000	                    	11015015	Mandi Manoch	FB64285	21610216	ZVL 	Vente libre         	20170731	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2083	80	850	68000	                    	11015041	Jarrid Fender	FB58649	21610250	ZVL 	Vente libre         	20170731	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2084	80	850	68000	                    	11014767	Albie Hearon	ZG90869	21610128	ZVL 	Vente libre         	20170728	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2085	80	850	68000	                    	11014906	Alic Clutton	DA78815	21610125	ZVL 	Vente libre         	20170728	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2086	80	850	68000	                    	11023978	Even Hinsch	FB78889	21616701	ZVL 	Vente libre         	20171114	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2087	80	850	68000	                    	11014811	Judye MacTrusty	FB69575	21610049	ZVL 	Vente libre         	20170728	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2088	80	850	68000	                    	11016349	Louise Birdwhistell	FB17533	21611276	ZVL 	Vente libre         	20170810	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2089	80	850	68000	                    	11023189	Enrica Bartrop	IB63559	21616068	ZVL 	Vente libre         	20171102	34000	30000	0	64000	0	0	0	0	0	4000	64000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2090	80	850	68000	                    	11015446	Hailee Ghelardi	Z175030	21610585	ZVL 	Vente libre         	20170802	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2091	80	850	68000	                    	11014940	Raffaello Paddeley	FB89889	21610160	ZVL 	Vente libre         	20170728	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2092	80	850	68000	                    	11023095	Garnette Purdon	FB27839	21615998	ZVL 	Vente libre         	20171101	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2093	80	850	68000	                    	11014531	Muffin Stanyan	FB63076	21609807	ZVL 	Vente libre         	20170726	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2094	80	977.5	78200	                    	11015255	Manny Lownsbrough	Z191888	21610489	ZVL 	Vente libre         	20170802	39100	19550	0	58650	0	0	0	0	0	19550	58650	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2095	80	977.5	78200	                    	11050899	Stormi Cremer	FH14596	21632912	ZVL 	Vente libre         	20180831	39100	19550	0	58650	0	0	0	0	0	19550	58650	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2096	80	850	68000	                    	11014997	Willyt Paice	FB69462	21610209	ZVL 	Vente libre         	20170731	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2097	80	850	68000	                    	11014579	Tanney Longina	FB64366	21609863	ZVL 	Vente libre         	20170726	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2098	80	850	68000	                    	11019832	Maia Dalziell	FB64211	21613813	ZVL 	Vente libre         	20170926	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2099	80	850	68000	                    	11025395	Leda Lucia	FH22695	21617641	ZVL 	Vente libre         	20171129	65000	0	0	65000	0	0	0	0	0	3000	65000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2100	80	850	68000	                    	11022873	Patrice Willmetts	FB102741	21615869	ZVL 	Vente libre         	20171031	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2101	80	850	68000	                    	11015429	Rowland Monni	FB8884	21610568	ZVL 	Vente libre         	20170802	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2102	80	850	68000	                    	11015657	Fania Toyer	FB84857	21610751	ZVL 	Vente libre         	20170804	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2103	80	850	68000	                    	11023562	Georgina Willden	X67850	21616319	ZVL 	Vente libre         	20171108	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2104	80	850	68000	                    	11022880	Yoshi Wardlaw	FB78432	21615876	ZVL 	Vente libre         	20171031	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2105	80	850	68000	                    	11015023	Rodd Archbould	FB74041	21610223	ZVL 	Vente libre         	20170731	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2106	80	850	68000	                    	11015490	Allison Guerin	ES806023	21610692	ZVL 	Vente libre         	20170803	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2107	80	850	68000	                    	11026794	Rance Burnsell	FB85503	21618384	ZVL 	Vente libre         	20171213	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2108	80	850	68000	                    	11023581	William Ipgrave	FB112906	21616329	ZVL 	Vente libre         	20171108	17000	34000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2109	80	850	68000	                    	11023039	Adrian Semple	FB31629	21615974	ZVL 	Vente libre         	20171101	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2110	80	935	74800	                    	11015442	Brand Monck	FB67930	21610573	ZVL 	Vente libre         	20170802	37400	18700	0	56100	0	0	0	0	0	18700	56100	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2111	80	935	74800	                    	11015179	Devon Lewty	FB90554	21610338	ZVL 	Vente libre         	20170801	37400	0	0	37400	0	0	0	0	0	37400	37400	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2112	80	850	68000	                    	11014456	Jennie Kerton	FB61394	21609729	ZVL 	Vente libre         	20170726	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2113	80	850	68000	                    	11023368	Amie Scrivinor	ZG31104	21616416	ZVL 	Vente libre         	20171109	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2114	80	850	68000	                    	11015483	Paulette Edwins	D354638	21610671	ZVL 	Vente libre         	20170803	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2115	80	850	68000	                    	11024058	Catherine Cumberbatch	FB91752	21616771	ZVL 	Vente libre         	20171115	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2116	80	850	68000	                    	11014631	Kathryn Hearns	FB71933	21609883	ZVL 	Vente libre         	20170726	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2117	80	850	68000	                    	11015011	Trina Dunleavy	FB75403	21610214	ZVL 	Vente libre         	20170731	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2118	80	850	68000	                    	11023367	Hank Arnholdt	FB54704	21616193	ZVL 	Vente libre         	20171103	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2119	80	850	68000	                    	11062051	Auroora Eagell	FB44257	21648453	ZVL 	Vente libre         	20190109	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2120	80	850	68000	                    	11052021	Humbert Pickless	FB53453	21633666	ZVL 	Vente libre         	20180917	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2121	80	850	68000	                    	11015238	Fairlie Boustead	F186410	21610393	ZVL 	Vente libre         	20170801	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2122	80	850	68000	                    	11023846	Olenka Erbain	FB34898	21616548	ZVL 	Vente libre         	20171113	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2123	80	850	68000	                    	11014926	Lynsey Lewin	FB71594	21610147	ZVL 	Vente libre         	20170728	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2124	80	850	68000	                    	11015340	Otto Robic	FB49030	21610533	ZVL 	Vente libre         	20170802	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2125	80	850	68000	                    	11014939	Ware Jannings	GM56398	21610161	ZVL 	Vente libre         	20170728	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2126	80	977.5	78200	                    	11019509	Rana Maldin	FB59918	21613562	ZVL 	Vente libre         	20170921	39100	19550	0	58650	0	0	0	0	0	19550	58650	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2127	80	935	74800	                    	11035044	Colly Laverack	FB45088	21623758	ZVL 	Vente libre         	20180305	37400	10000	27400	74800	0	0	0	0	0	0	74800	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2128	80	850	68000	                    	11024096	Malia Bowater	FB23137	21616814	ZVL 	Vente libre         	20171115	34000	17000	0	51000	0	0	0	0	0	17000	51000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2129	80	850	68000	                    	11023772	Anya Node	FB103661	21616474	ZVL 	Vente libre         	20171109	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2130	80	850	68000	                    	11076486	Dyna Luckhurst	Z132992	21658117	ZVL 	Vente libre         	20190528	34000	0	0	34000	0	0	0	0	0	34000	34000	
180392.03	1805	Taourirt                      	5113-ZUN AL YASSAMINE TR3 TAOURIRT      	LOT HABITATION           	LOTS ECONOMIQUES R+1 RDC HABITAT        	1	2	2131	80	850	68000	                    	11015183	Martha Chaloner	FB85981	21610347	ZVL 	Vente libre         	20170801	34000	17000	0	51000	0	0	0	0	0	17000	51000	
